"","address","bedroom","bathroom","carspace","soldprice","yearsold"
"360","12/43 Pemberton Street Parramatta 2150",3,NA,NA,490000,2003-09-01
"361","3/48 Grose Street Parramatta 2150",2,1,1,380000,2003-09-01
"362","4/55 Grose Street Parramatta 2150",2,2,1,330000,2003-09-01
"363","1/81 Thomas Street Parramatta 2150",3,2,2,485000,2003-08-01
"364","9/55 Grose Street Parramatta 2150",3,2,1,332000,2003-08-01
"365","3/50 Fennell Street Parramatta 2150",2,2,1,348000,2003-07-01
"366","14 Pemberton Street Parramatta 2150",3,2,1,430000,2003-06-01
"367","1/35 Ross Street Parramatta 2150",3,NA,NA,263000,2003-05-01
"368","2/1-9 King Street Parramatta 2150",2,1,1,264100,2003-05-01
"369","6/50 Fennell Street Parramatta 2150",2,2,2,365000,2003-04-01
"370","7/66 Marsden Street Parramatta 2150",4,1,2,220000,2003-04-01
"371","8/27 Brabyn Street Parramatta 2150",4,3,NA,439000,2003-03-01
"372","12/1 King Street Parramatta 2150",2,1,1,358000,2003-03-01
"373","2/16-18 Broughton Street Parramatta 2150",3,2,NA,370000,2003-03-01
"374","10/485 Church Street Parramatta 2150",2,1,1,247000,2003-02-01
"375","4/66 Marsden Street Parramatta 2150",3,NA,NA,195000,2003-01-01
"376","2/3 Irving Street Parramatta 2150",3,2,2,410000,2002-11-01
"377","5/43 Pemberton Street Parramatta 2150",3,2,1,320000,2002-11-01
"378","3/19 King Street Parramatta 2150",2,2,1,550000,2002-10-01
"379","1/31 Webb Street Parramatta 2150",4,2,2,160000,2002-08-01
"380","4/75 Victoria Road Parramatta 2150",3,1,2,695000,2002-07-01
"381","4/16-18 Broughton Street Parramatta 2150",3,2,1,394500,2002-07-01
"382","5/18 Henry Street Parramatta 2150",3,2,2,1330000,2002-07-01
"383","4/15 Grandview Street Parramatta 2150",3,3,2,395000,2002-07-01
"384","68 Hassall Street Parramatta 2150",3,2,2,1200000,2002-06-01
"385","5/35 Victoria Road Parramatta 2150",3,2,2,320000,2002-05-01
"386","4/50 Fennell Street Parramatta 2150",2,2,1,312500,2002-05-01
"387","14/16 Harold Street Parramatta 2150",2,2,1,330000,2002-05-01
"388","1/56 Brabyn Street Parramatta 2150",4,3,2,528000,2002-04-01
"389","4/3 Irving Street Parramatta 2150",3,1,2,380000,2002-04-01
"390","5 O'reilly Street Parramatta 2150",2,1,1,550000,2002-03-01
"391","1/50 Hassall Street Parramatta 2150",3,1,1,240000,2002-03-01
"392","2/77 Thomas Street Parramatta 2150",4,3,2,475000,2002-03-01
"393","3/16 Murray Street Parramatta 2150",3,3,NA,335000,2002-02-01
"394","7 Gaggin Street Parramatta 2150",4,2,1,340000,2002-02-01
